model,phase,magnitude_cm,force_N,episode,trigger_step,fired,success
VLA-Adapter,C,3.0,0.1039,11,207,1,1
VLA-Adapter,C,3.0,0.1039,12,219,1,0
VLA-Adapter,C,3.0,0.1039,13,203,1,0
VLA-Adapter,C,3.0,0.1039,14,217,1,0
VLA-Adapter,C,3.0,0.1039,15,202,1,0
VLA-Adapter,C,3.0,0.1039,16,218,1,1
VLA-Adapter,C,3.0,0.1039,17,239,1,1
VLA-Adapter,C,3.0,0.1039,18,208,1,1
VLA-Adapter,C,3.0,0.1039,19,211,1,1
VLA-Adapter,C,3.0,0.1039,20,231,0,1
VLA-Adapter,C,3.0,0.1039,21,216,1,0
VLA-Adapter,C,3.0,0.1039,22,216,1,0
VLA-Adapter,C,3.0,0.1039,23,215,1,1
VLA-Adapter,C,3.0,0.1039,24,200,1,0
VLA-Adapter,C,3.0,0.1039,25,216,0,1
VLA-Adapter,C,3.0,0.1039,26,206,1,1
VLA-Adapter,C,3.0,0.1039,27,229,1,1
VLA-Adapter,C,3.0,0.1039,28,224,1,1
VLA-Adapter,C,3.0,0.1039,29,217,1,0
VLA-Adapter,C,3.0,0.1039,30,213,1,1
VLA-Adapter,C,3.0,0.1039,31,232,1,1
VLA-Adapter,C,3.0,0.1039,32,234,1,1
VLA-Adapter,C,3.0,0.1039,33,222,0,1
VLA-Adapter,C,3.0,0.1039,34,229,1,1
VLA-Adapter,C,3.0,0.1039,35,224,0,1
VLA-Adapter,C,3.0,0.1039,36,212,1,1
VLA-Adapter,C,3.0,0.1039,37,203,1,0
VLA-Adapter,C,3.0,0.1039,38,222,1,1
VLA-Adapter,C,3.0,0.1039,39,222,0,1
VLA-Adapter,C,3.0,0.1039,40,233,0,1
VLA-Adapter,C,3.0,0.1039,41,237,0,1
VLA-Adapter,C,3.0,0.1039,42,235,1,1
VLA-Adapter,C,3.0,0.1039,43,236,0,1
VLA-Adapter,C,3.0,0.1039,44,221,0,1
VLA-Adapter,C,3.0,0.1039,45,235,1,1
VLA-Adapter,C,3.0,0.1039,46,207,1,1
VLA-Adapter,C,3.0,0.1039,47,215,1,0
VLA-Adapter,C,3.0,0.1039,48,205,1,1
VLA-Adapter,C,3.0,0.1039,49,220,1,1
VLA-Adapter,C,3.0,0.1039,50,213,1,1
VLA-Adapter,C,5.0,0.1091,1,217,1,1
VLA-Adapter,C,5.0,0.1091,2,233,0,1
VLA-Adapter,C,5.0,0.1091,3,234,0,1
VLA-Adapter,C,5.0,0.1091,4,235,0,1
VLA-Adapter,C,5.0,0.1091,5,229,1,0
VLA-Adapter,C,5.0,0.1091,6,233,1,1
VLA-Adapter,C,5.0,0.1091,7,223,1,0
VLA-Adapter,C,5.0,0.1091,8,214,1,1
VLA-Adapter,C,5.0,0.1091,9,211,0,1
VLA-Adapter,C,5.0,0.1091,10,219,1,0
VLA-Adapter,C,5.0,0.1091,11,207,1,1
VLA-Adapter,C,5.0,0.1091,12,219,1,0
VLA-Adapter,C,5.0,0.1091,13,203,1,0
VLA-Adapter,C,5.0,0.1091,14,217,1,0
VLA-Adapter,C,5.0,0.1091,15,202,1,0
VLA-Adapter,C,5.0,0.1091,16,218,1,1
VLA-Adapter,C,5.0,0.1091,17,239,1,1
VLA-Adapter,C,5.0,0.1091,18,208,1,1
VLA-Adapter,C,5.0,0.1091,19,211,1,1
VLA-Adapter,C,5.0,0.1091,20,231,0,1
VLA-Adapter,C,5.0,0.1091,21,216,1,0
VLA-Adapter,C,5.0,0.1091,22,216,1,0
VLA-Adapter,C,5.0,0.1091,23,215,1,1
VLA-Adapter,C,5.0,0.1091,24,200,1,0
VLA-Adapter,C,5.0,0.1091,25,216,0,1
VLA-Adapter,C,5.0,0.1091,26,206,1,1
VLA-Adapter,C,5.0,0.1091,27,229,1,1
VLA-Adapter,C,5.0,0.1091,28,224,1,1
VLA-Adapter,C,5.0,0.1091,29,217,1,1
VLA-Adapter,C,5.0,0.1091,30,213,1,1
VLA-Adapter,C,5.0,0.1091,31,232,1,1
VLA-Adapter,C,5.0,0.1091,32,234,1,1
VLA-Adapter,C,5.0,0.1091,33,222,0,1
VLA-Adapter,C,5.0,0.1091,34,229,1,1
VLA-Adapter,C,5.0,0.1091,35,224,0,1
VLA-Adapter,C,5.0,0.1091,36,212,1,1
VLA-Adapter,C,5.0,0.1091,37,203,1,0
VLA-Adapter,C,5.0,0.1091,38,222,1,1
VLA-Adapter,C,5.0,0.1091,39,222,0,1
VLA-Adapter,C,5.0,0.1091,40,233,0,1
VLA-Adapter,C,5.0,0.1091,41,237,0,1
VLA-Adapter,C,5.0,0.1091,42,235,1,1
VLA-Adapter,C,5.0,0.1091,43,236,0,1
VLA-Adapter,C,5.0,0.1091,44,221,0,1
VLA-Adapter,C,5.0,0.1091,45,235,1,1
VLA-Adapter,C,5.0,0.1091,46,207,1,1
VLA-Adapter,C,5.0,0.1091,47,215,1,0
VLA-Adapter,C,5.0,0.1091,48,205,1,1
VLA-Adapter,C,5.0,0.1091,49,220,1,1
VLA-Adapter,C,5.0,0.1091,50,213,1,1
VLA-Adapter,C,8.0,0.1162,1,217,1,0
VLA-Adapter,C,8.0,0.1162,2,233,0,1
VLA-Adapter,C,8.0,0.1162,3,234,0,1
VLA-Adapter,C,8.0,0.1162,4,235,0,1
VLA-Adapter,C,8.0,0.1162,5,229,1,0
VLA-Adapter,C,8.0,0.1162,6,233,1,1
VLA-Adapter,C,8.0,0.1162,7,223,1,0
VLA-Adapter,C,8.0,0.1162,8,214,1,1
VLA-Adapter,C,8.0,0.1162,9,211,0,1
VLA-Adapter,C,8.0,0.1162,10,219,1,0
VLA-Adapter,C,8.0,0.1162,11,207,1,1
VLA-Adapter,C,8.0,0.1162,12,219,1,0
VLA-Adapter,C,8.0,0.1162,13,203,1,0
VLA-Adapter,C,8.0,0.1162,14,217,1,0
VLA-Adapter,C,8.0,0.1162,15,202,1,0
VLA-Adapter,C,8.0,0.1162,16,218,1,1
VLA-Adapter,C,8.0,0.1162,17,239,1,1
VLA-Adapter,C,8.0,0.1162,18,208,1,1
VLA-Adapter,C,8.0,0.1162,19,211,1,0
VLA-Adapter,C,8.0,0.1162,20,231,0,1
VLA-Adapter,C,8.0,0.1162,21,216,1,0
VLA-Adapter,C,8.0,0.1162,22,216,1,0
VLA-Adapter,C,8.0,0.1162,23,215,1,1
VLA-Adapter,C,8.0,0.1162,24,200,1,0
VLA-Adapter,C,8.0,0.1162,25,216,0,1
VLA-Adapter,C,8.0,0.1162,26,206,1,1
VLA-Adapter,C,8.0,0.1162,27,229,1,1
VLA-Adapter,C,8.0,0.1162,28,224,1,1
VLA-Adapter,C,8.0,0.1162,29,217,1,0
VLA-Adapter,C,8.0,0.1162,30,213,1,1
VLA-Adapter,C,8.0,0.1162,31,232,1,1
VLA-Adapter,C,8.0,0.1162,32,234,1,1
VLA-Adapter,C,8.0,0.1162,33,222,0,1
VLA-Adapter,C,8.0,0.1162,34,229,1,1
VLA-Adapter,C,8.0,0.1162,35,224,0,1
VLA-Adapter,C,8.0,0.1162,36,212,1,1
VLA-Adapter,C,8.0,0.1162,37,203,1,0
VLA-Adapter,C,8.0,0.1162,38,222,1,1
VLA-Adapter,C,8.0,0.1162,39,222,0,1
VLA-Adapter,C,8.0,0.1162,40,233,0,1
VLA-Adapter,C,8.0,0.1162,41,237,0,1
VLA-Adapter,C,8.0,0.1162,42,235,1,1
VLA-Adapter,C,8.0,0.1162,43,236,0,1
VLA-Adapter,C,8.0,0.1162,44,221,0,1
VLA-Adapter,C,8.0,0.1162,45,235,1,1
VLA-Adapter,C,8.0,0.1162,46,207,1,1
VLA-Adapter,C,8.0,0.1162,47,215,1,0
VLA-Adapter,C,8.0,0.1162,48,205,1,1
VLA-Adapter,C,8.0,0.1162,49,220,1,1
VLA-Adapter,C,8.0,0.1162,50,213,1,1
VLA-Adapter,baseline,0,0.0,1,,0,1
VLA-Adapter,baseline,0,0.0,2,,0,1
VLA-Adapter,baseline,0,0.0,3,,0,1
VLA-Adapter,baseline,0,0.0,4,,0,1
VLA-Adapter,baseline,0,0.0,5,,0,0
VLA-Adapter,baseline,0,0.0,6,,0,1
VLA-Adapter,baseline,0,0.0,7,,0,0
VLA-Adapter,baseline,0,0.0,8,,0,1
VLA-Adapter,baseline,0,0.0,9,,0,1
VLA-Adapter,baseline,0,0.0,10,,0,0
VLA-Adapter,baseline,0,0.0,11,,0,1
VLA-Adapter,baseline,0,0.0,12,,0,0
VLA-Adapter,baseline,0,0.0,13,,0,0
VLA-Adapter,baseline,0,0.0,14,,0,0
VLA-Adapter,baseline,0,0.0,15,,0,0
VLA-Adapter,baseline,0,0.0,16,,0,1
VLA-Adapter,baseline,0,0.0,17,,0,1
VLA-Adapter,baseline,0,0.0,18,,0,1
VLA-Adapter,baseline,0,0.0,19,,0,1
VLA-Adapter,baseline,0,0.0,20,,0,1
VLA-Adapter,baseline,0,0.0,21,,0,0
VLA-Adapter,baseline,0,0.0,22,,0,0
VLA-Adapter,baseline,0,0.0,23,,0,1
VLA-Adapter,baseline,0,0.0,24,,0,0
VLA-Adapter,baseline,0,0.0,25,,0,1
VLA-Adapter,baseline,0,0.0,26,,0,1
VLA-Adapter,baseline,0,0.0,27,,0,1
VLA-Adapter,baseline,0,0.0,28,,0,1
VLA-Adapter,baseline,0,0.0,29,,0,1
VLA-Adapter,baseline,0,0.0,30,,0,1
VLA-Adapter,baseline,0,0.0,31,,0,1
VLA-Adapter,baseline,0,0.0,32,,0,1
VLA-Adapter,baseline,0,0.0,33,,0,1
VLA-Adapter,baseline,0,0.0,34,,0,1
VLA-Adapter,baseline,0,0.0,35,,0,1
VLA-Adapter,baseline,0,0.0,36,,0,1
VLA-Adapter,baseline,0,0.0,37,,0,0
VLA-Adapter,baseline,0,0.0,38,,0,1
VLA-Adapter,baseline,0,0.0,39,,0,1
VLA-Adapter,baseline,0,0.0,40,,0,1
VLA-Adapter,baseline,0,0.0,41,,0,1
VLA-Adapter,baseline,0,0.0,42,,0,1
VLA-Adapter,baseline,0,0.0,43,,0,1
VLA-Adapter,baseline,0,0.0,44,,0,1
VLA-Adapter,baseline,0,0.0,45,,0,1
VLA-Adapter,baseline,0,0.0,46,,0,1
VLA-Adapter,baseline,0,0.0,47,,0,0
VLA-Adapter,baseline,0,0.0,48,,0,1
VLA-Adapter,baseline,0,0.0,49,,0,1
VLA-Adapter,baseline,0,0.0,50,,0,1
